10	300
Alicia_Keys	2	2
Alicia_Keys	3	3
Alicia_Keys	4	2
Alicia_Molik	3	4
Alicia_Molik	3	2
Alicia_Molik	1	2
Alicia_Silverstone	1	5
Alicia_Silverstone	1	3
Alicia_Silverstone	2	6
Alicia_Witt	1	2
Alicia_Witt	4	1
Alicia_Witt	2	3
Alimzhan_Tokhtakhounov	7	4
Alimzhan_Tokhtakhounov	6	6
Alimzhan_Tokhtakhounov	7	4
Alina_Kabaeva	4	3
Alina_Kabaeva	3	4
Alina_Kabaeva	4	1
Aline_Chretien	4	1
Aline_Chretien	1	1
Aline_Chretien	3	4
Alison_Krauss	4	2
Alison_Krauss	4	2
Alison_Krauss	4	3
Alison_Lohman	7	6
Alison_Lohman	2	6
Alison_Lohman	4	5
Alistair_MacDonald	2	3
Alistair_MacDonald	4	1
Alistair_MacDonald	1	3
Ali_Abbas	8	3
Ali_Abbas	8	8
Ali_Abbas	4	4
Ali_Adbul_Karim_Madani	4	2
Ali_Adbul_Karim_Madani	1	4
Ali_Adbul_Karim_Madani	2	1
Ali_Ahmeti	2	4
Ali_Ahmeti	3	3
Ali_Ahmeti	2	1
Ali_Bin_Hussein	2	3
Ali_Bin_Hussein	3	3
Ali_Bin_Hussein	1	1
Ali_Fallahian	1	1
Ali_Fallahian	4	4
Ali_Fallahian	4	3
Ali_Hammoud	4	3
Ali_Hammoud	2	3
Ali_Hammoud	4	3
Ali_Khamenei	4	3
Ali_Khamenei	2	3
Ali_Khamenei	2	1
Ali_Mohammed_Maher	1	1
Ali_Mohammed_Maher	2	4
Ali_Mohammed_Maher	2	3
Ali_Naimi	25	18
Ali_Naimi	13	17
Ali_Naimi	19	11
Allan_Wagner	3	3
Allan_Wagner	2	4
Allan_Wagner	4	2
Allen_Iverson	5	4
Allen_Iverson	2	5
Allen_Iverson	2	7
Allen_Rock	1	3
Allen_Rock	4	2
Allen_Rock	4	2
Allison_Janney	6	7
Allison_Janney	5	6
Allison_Janney	5	4
Allison_Searing	4	2
Allison_Searing	2	1
Allison_Searing	3	2
Allyson_Felix	5	5
Allyson_Felix	11	12
Allyson_Felix	9	7
Alma_Powell	4	3
Alma_Powell	3	1
Alma_Powell	3	4
Almeida_Baptista	3	1
Almeida_Baptista	1	4
Almeida_Baptista	2	3
Alonzo_Mourning	2	3
Alonzo_Mourning	3	4
Alonzo_Mourning	1	2
Alvaro_Noboa	4	5
Alvaro_Noboa	5	8
Alvaro_Noboa	2	5
Alvaro_Silva_Calderon	15	7
Alvaro_Silva_Calderon	1	5
Alvaro_Silva_Calderon	13	16
Alvaro_Uribe	33	13
Alvaro_Uribe	92	11
Alvaro_Uribe	105	121
Alyse_Beaupre	3	1
Alyse_Beaupre	2	3
Alyse_Beaupre	1	3
Alyson_Hannigan	4	2
Alyson_Hannigan	4	4
Alyson_Hannigan	2	3
Aly_Wagner	1	3
Aly_Wagner	4	1
Aly_Wagner	3	3
Al_Cardenas	4	3
Al_Cardenas	2	4
Al_Cardenas	2	3
Al_Davis	2	3
Al_Davis	4	3
Al_Davis	2	4
Al_Gore	7	13
Al_Gore	1	3
Al_Gore	5	16
Al_Leiter	3	3
Al_Leiter	2	3
Al_Leiter	1	2
Al_Pacino	9	12
Al_Pacino	6	7
Al_Pacino	6	3
Al_Sharpton	10	13
Al_Sharpton	3	4
Al_Sharpton	28	26
Amanda_Beard	1	2
Amanda_Beard	3	2
Amanda_Beard	2	4
Amanda_Bynes	12	1
Amanda_Bynes	2	3
Amanda_Bynes	4	9
Amanda_Coetzer	4	3
Amanda_Coetzer	4	2
Amanda_Coetzer	1	3
Amanda_Marsh	4	2
Amanda_Marsh	2	2
Amanda_Marsh	3	2
Amanda_Plumer	4	4
Amanda_Plumer	4	4
Amanda_Plumer	1	2
Amber_Tamblyn	2	3
Amber_Tamblyn	6	6
Amber_Tamblyn	6	1
Ambrose_Lee	3	3
Ambrose_Lee	1	1
Ambrose_Lee	1	3
Amelia_Vega	5	20
Amelia_Vega	10	23
Amelia_Vega	27	5
Amelie_Mauresmo	8	21
Amelie_Mauresmo	19	42
Amelie_Mauresmo	46	67
Amer_al-Saadi	10	11
Amer_al-Saadi	7	11
Amer_al-Saadi	9	10
Amram_Mitzna	1	3
Amram_Mitzna	4	3
Amram_Mitzna	3	3
Amr_Moussa	2	1
Amr_Moussa	3	1
Amr_Moussa	4	1
Amy_Cotton	2	1
Amy_Cotton	3	2
Amy_Cotton	3	2
Amy_Gale	4	4
Amy_Gale	1	3
Amy_Gale	3	3
Amy_Redford	3	1
Amy_Redford	2	2
Amy_Redford	1	4
Amy_Smart	3	2
Amy_Smart	1	3
Amy_Smart	4	4
Amy_Yasbeck	3	3
Amy_Yasbeck	3	4
Amy_Yasbeck	4	3
Anastasia_Kelesidou	4	4
Anastasia_Kelesidou	2	4
Anastasia_Kelesidou	4	3
Anastasia_Myskina	7	1
Anastasia_Myskina	2	6
Anastasia_Myskina	3	1
Anatoliy_Kinakh	3	4
Anatoliy_Kinakh	1	2
Anatoliy_Kinakh	3	4
Antonio_Palocci	15	Leonardo_Del_Vecchio	1	
Antonio_Trillanes	10	Bonnie_Fuller	3	
Antony_Leung	2	Bronson_Arroyo	4	
Anton_Balasingham	3	Gregory_Peck	3	
Anwar_Ibrahim	1	Steve_Mariucci	2	
Anzori_Kikalishvili	2	Mark_Mishkin	4	
Aram_Adler	2	Wan_Yanhai	1	
Arantxa_Sanchez-Vicario	2	Ali_Mohammed_Maher	4	
Aretha_Franklin	1	Yoriko_Kawaguchi	16	
Arianna_Huffington	1	Celso_Lafer	1	
Ariel_Sharon	91	Gary_Bettman	3	
Arie_Haan	3	Juan_Ignacio_Chela	5	
Arif_Mardin	1	Shawn_Kemp	2	
Ari_Bousbib	2	Tatiana_Gratcheva	2	
Ari_Fleischer	12	Franklin_Brown	4	
Arlen_Specter	2	Carla_Tricoli	2	
Armando_Avila_Panchame	2	Guenter_Verheugen	1	
Armando_Calderon_Sol	3	Jim_Wall	3	
Armando_Carrillo	4	Joshua_Perper	1	
Armand_Sargen	1	Howard_Wilkinson	4	
Arminio_Fraga	15	Dennis_Kozlowski	5	
Arnaud_Clement	4	Saburo_Kawabuchi	1	
Arnaud_Lagardere	4	Hunter_Bates	2	
Arnie_Boehm	1	Lucio_Gutierrez	22	
Arnoldo_Aleman	10	Roger_Daltrey	2	
Arnold_Palmer	5	Desiree_Lemosi	5	
Arnold_Schwarzenegger	76	Jeane_Kirkpatrick	2	
Arnold_Scott	2	Mitar_Rasevic	1	
Aron_Ralston	4	Robert_Flodquist	2	
Arsinee_Khanjian	8	Tom_Tunney	3	
Arthur_Johnson	3	Charlie_Deane	4	
Arthur_Martinez	1	Patrick_Dennehy	2	
Artieas_Shanks	1	Natasha_Henstridge	3	
Arturo_Gatti	1	Stephen_Oake	2	
Art_Cooper	4	Stephen_Arigbabu	2	
Art_Hoffmann	6	Christopher_Walken	11	
Art_Howe	1	Sterling_Hitchcock	2	
Arye_Mekel	8	Giannina_Facio	1	
Asa_Hutchinson	4	Sandra_Milo	1	
Ascencion_Barajas	2	Kate_Lee	2	
Ashanti	15	Reggie_Miller	1	
Ashlea_Talbot	1	Tiger_Woods	7	
Ashley_Olsen	2	Natalie_Cole	7	
Ashley_Postell	1	Tirunesh_Dibaba	4	
Ashraf_Alasmar	3	Matt_Morris	4	
Ashraf_Ghani	4	Warren_Beatty	2	
Ashton_Kutcher	4	Mitoji_Yabunaka	6	
Asif_Ali_Zardari	1	Gary_Condit	4	
Asif_Hanif	1	Jose_Rosado	2	
Askar_Akayev	2	Gloria_Macapagal_Arroyo	88	
Asmaa_Assad	4	Lindy_Ruff	4	
Assad_Ahmadi	3	Brigitte_Boisselier	5	
Astou_Ndiaye-Diatta	3	Gregg_Berhalter	3	
Astrid_Betancourt	2	Ishaq_Shahryar	8	
Atal_Bihari_Vajpayee	5	DAngelo_Jimenez	3	
Ataollah_Mohajerani	4	Stephen_Thompson	1	
Atsushi_Sato	3	George_Karl	8	
Audrey_Sauret	1	Bob_Petrino	4	
Augustin_Calleri	8	Sharon_Osbourne	2	
Augusto_Pinochet	1	Oleg_Romantsev	2	
Augusto_Roa_Bastos	1	Timothy_Goebel	1	
Aung_San_Suu_Kyi	2	Dave_Lewis	3	
Austin_Kearns	2	Sean_Patrick_Thomas	4	
Avril_Lavigne	3	Valerie_Harper	8	
Azmi_Bishara	2	Sidney_Kimmel	1	
Azra_Akin	3	Mitchell_McLaughlin	4	
Babe_Ruth	3	Carlos_Ruckauf	3	
Bak_Chang-Ryun	2	Jeff_George	2	
Barbara_Bach	4	Paul_Burrell	31	
Barbara_Becker	4	Cynthia_Nixon	4	
Barbara_Bodine	4	Kurt_Suzuki	2	
Barbara_Brezigar	7	Colin_Farrell	21	
Barbara_De_Brun	2	Ray_Price	3	
Barbara_Felt-Miller	4	Yuri_Fedotov	2	
Barbara_Roberts	3	Peter_Greenspun	3	
Barbara_Walters	6	Emma_Watson	18	
Barbora_Strycova	3	Gordon_Brown	10	
Barbra_Streisand	1	Anthony_Hazen	4	
Barrett_Jackman	2	Adriana_Lima	3	
Barry_Alvarez	5	Azmi_Bishara	1	
Barry_Collier	4	Hussein_Malik	2	
Barry_Ford	1	George_Ryan	1	
Barry_Hinson	4	Dieter_Zetsche	1	
Barry_Switzer	2	Jayson_Williams	10	
Barry_Williams	2	Kelly_Santos	2	
Barry_Zito	3	Fabrice_Santoro	5	
Bartosz_Kizierowski	4	Jane_Krakowski	2	
Bart_Freundlich	3	Bruce_Weber	1	
Bart_Hendricks	2	Hugo_Chavez	205	
Bashar_Assad	6	Edmund_Hillary	6	
Baz_Luhrmann	2	Heizo_Takenaka	17	
BB_King	3	Will_Young	3	
Beatriz_Merino	2	Kevin_Marshall	2	
Beecher_Ray_Kirby	1	Tom_Smothers	3	
Begum_Khaleda_Zia	3	Ismail_Merchant	8	
Benazir_Bhutto	10	Jennifer_Thompson	8	
Benicio_Del_Toro	2	Michael_Chang	21	
Benito_Santiago	2	Roger_Etchegaray	4	
Benjamin_Bratt	2	Eddie_Lucio	3	
Benjamin_Franklin	2	Tony_Elias	4	
Benjamin_Martinez	4	Mehdi_Baala	4	
Benjamin_McKenzie	2	Robert_Mueller	4	
Benjamin_Netanyahu	16	Elvis_Presley	6	
Benjamin_Neulander	3	Frank_Stallone	4	
Ben_Affleck	10	Arantxa_Sanchez-Vicario	4	
Ben_Betts	1	Donald_Pettit	2	
Ben_Braun	2	Peter_Struck	10	
Ben_Broussard	3	Teruaki_Masumoto	1	
Ben_Cahoon	3	Kathryn_Grayson	3	
Ben_Chandler	1	Charles_Grassley	2	
Ben_Cohen	3	Warren_Granados	2	
Ben_Curtis	4	Carlos_Alberto_Parreira	4	
Ben_Glisan	5	Kwame_Kilpatrick	2	
Ben_Howland	10	Jeanne_Anne_Schroeder	4	
Ben_Kingsley	3	Munir_Akram	6	
Ben_Lee	2	Andy_Madikians	2	
Ben_Stein	4	Keira_Knightley	3	
Ben_Wallace	2	Jorge_Rodolfo_Canicoba_Corral	4	
Bernadette_Peters	4	Jonathan_Schroeder	4	
Bernardo_Segura	1	Tanya_Lindenmuth	1	
Bernard_Ebbers	1	Hamid_Karzai	31	
Bernard_Giraudeau	1	Nicolas_Lapentti	6	
Bernard_Landry	3	Oswald_Gruebel	3	
Bernard_Law	5	Marina_Anissina	6	
Bernard_Lord	7	Mario_Dumont	3	
Bernard_Siegel	2	Rainer_Gut	3	
Bernice_Wong	1	Vladimir_Golovlyov	4	
Bertie_Ahern	5	Chea_Sophara	3	
Bertrand_Delanoe	2	Herb_Ritts	1	
Beth_Blough	2	Frank_Bell	2	
Beth_Jones	3	Brian_Weaver	4	
Betsy_Coffin	3	Carol_Niedermayer	2	
Betsy_Smith	2	David_Collenette	2	
Bettina_Rheims	4	Aly_Wagner	4	
Betty_Garrison	4	Angela_Bassett	4	
Betty_Williams	2	Kathy_Gannon	4	
Beyonce_Knowles	1	Michelle_Collins	5	
Bianca_Jagger	1	John_Nash	3	
Bijan_Darvish	7	Mother_Teresa	4	
Bijan_Namdar_Zangeneh	8	David_Montoya	2	
Bilal_Erdogan	1	Jean_Charest	55	
Biljana_Plavsic	8	Momir_Nikolic	3	
Billy_Beane	1	Pedro_Martinez	2	
Billy_Bob_Thornton	2	Romano_Prodi	2	
Billy_Boyd	4	Mike_Bair	4	
Billy_Crystal	14	Keith_Lowen	2	
Billy_Donovan	3	Lidija_Djukanovic	1	
Billy_Edelin	4	Joan_Laporta	13	
Billy_Gilman	4	Dora_Bakoyianni	1	
Billy_Sollie	2	Zhu_Rongji	2	
Billy_Tibbets	1	John_Petty	2	
Bill_Belichick	3	Jerry_Angelo	2	
Bill_Bradley	2	Ralph_Sampson	3	
Bill_Butler	4	Diana_Krall	9	
Bill_Byrne	1	Gene_Autry	2	
Bill_Callahan	10	Johan_Bruyneel	1	
Bill_Cartwright	3	Michael_Weiss	3	
Bill_Clancy	3	James_Harris	2	
Bill_Clinton	16	Hal_Sutton	4	
Bill_Curry	1	Sven_Ottke	1	
Bill_Doba	1	Tom_Jones	7	
Bill_Duffey	2	Hermogenes_Ebdane_Jr	2	
Bill_Elliott	2	Gregory_Geoffroy	3	
Bill_Fennelly	2	John_Garamendi	7	
Bill_Frist	12	Prince_Naruhito	1	
Bill_Gates	10	Wim_Duisenberg	1	
Bill_Graham	17	Dan_Duquette	4	
Bill_Guerin	3	Steve_Avery	1	
Bill_Herrion	3	Adam_Kennedy	2	
Bill_Hughes	1	Andrei_Konchalovsky	2	
Bill_King	3	Terry_McAuliffe	1	
Bill_Kollar	3	Abid_Hamid_Mahmud_Al-Tikriti	7	
Bill_Kong	1	William_Hurt	3	
Bill_Lerach	1	Brian_De_Palma	4	
Bill_Maher	2	Assad_Ahmadi	2	
Bill_Mauldin	3	Juergen_Chrobog	3	
Bill_McBride	2	Charles_Pickering	3	
Bill_Parcells	3	Peter_Harvey	4	
Bill_Parsons	4	Francis_Mer	1	
Bill_Paxton	4	Sean_OKeefe	16	
Bill_Pryor	3	Bernard_Lord	3	
Bill_Rainer	2	Takashi_Sorimachi	8	
Bill_Richardson	3	Tayshaun_Prince	3	
Bill_Self	1	Peter_Harrison	3	
Bill_Simon	23	Kelly_Santos	3	
Bill_Sizemore	8	Kate_Capshaw	1	
Bill_Stapleton	4	Diana_Ross	1	
Bill_Stein	3	Mohamed_Hammam	4	
Bill_Walton	3	Brandon_Spann	1	
Bing_Crosby	1	Ted_Turner	1	
Binyamin_Ben-Eliezer	7	Ann_Morgan	4	
Bison_Dele	4	Jim_Ahern	3	
Bixente_LIzarazu	1	Roger_Staubach	2	
BJ_Habibie	2	Eugene_Teslovic	4	
Blas_Ople	1	Kurt_Russell	2	
Blythe_Danner	2	Reyyan_Uzuner	3	
Blythe_Hartley	1	Leander_Paes	1	
Bobby_Bowden	3	Sebastian_Porto	1	
Bobby_Goldwater	1	Christopher_Walken	7	
Bobby_Jackson	4	Randy_Ferbey	3	
Bobby_Kielty	4	Rachel_Hunter	1	
Bobby_Robson	1	John_Marburger	2	
Bobo_Balde	4	Alejandro_Fernandez	4	
Bob_Alper	4	Ken_Kutaragi	3	
Bob_Beauprez	8	Fernando_Velardez	1	
Bob_Bowlsby	2	Michelle_Lecky	3	
Bob_Cantrell	1	Eddie_Sutton	5	
Bob_Colvin	1	Roy_Williams	1	
Bob_Crippen	4	Reggie_Miller	8	
Bob_Curtis	3	Mike_Sherman	2	
Bob_Dole	1	William_Hyde	3	
Bob_Eskridge	4	Jose_Canseco	4	
Bob_Geldof	1	Tim_Floyd	8	
Bob_Goldman	3	Jo_Dee_Messina	2	
Bob_Graham	16	Jimmy_Kimmel	2	
Bob_Guccione	2	Jorma_Huhtala	1	
Bob_Hartley	4	Mufti_Mohammad_Syed	2	
Bob_Hayes	2	Svend_Robinson	2	
Bob_Herz	3	Mario_Cipollini	3	
Bob_Hope	1	John_Gordnick	4	
Bob_Huggins	9	Roberto_Lavagna	4	
Bob_Iger	1	Charlotte_Rampling	4	
Bob_Krueger	4	Rene_Portland	2	
Bob_Menendez	3	Chuanyun_Li	3	
Bob_Petrino	1	Ismail_Cem	4	
Bob_Riley	1	Edmund_Stoiber	23	
Bob_Stoops	21	David_Glenn	2	
Bob_Sulkin	2	Dionigi_Tettamanzi	4	
Bob_Taft	4	Sivan_Klein	1	
Bob_Wright	4	David_Spade	1	
Bode_Miller	4	Gong_Ruina	1	
Bonnie_Fuller	2	Jeffrey_Donaldson	2	
Bonnie_Hunt	2	Jerry_Tarkanian	2	
Bono	2	Anthony_Fauci	2	
Boris_Becker	8	Steve_Park	6	
Boris_Berezovsky	8	Steffi_Graf	8	
Boris_Henry	2	Derek_Abney	3	
Boris_Jordan	2	Catherine_Bell	3	
Boris_Trajkovski	1	Mark_Dacey	5	
Boris_Yeltsin	4	Ari_Fleischer	4	
Bo_Pelini	4	Bill_Cartwright	1	
Bo_Ryan	1	Hans_Corell	3	
Brady_Rodgers	2	Kevin_Garnett	4	
Brad_Garrett	10	Tommy_Maddox	1	
Brad_Gushue	4	Cecilia_Cheung	4	
Brad_Johnson	17	Jose_Santos	2	
Brad_Miller	3	Sally_Field	11	
Brad_Pitt	1	T_Boone_Pickens	4	
Brad_Russ	3	Steve_Park	8	
Brad_Smith	3	Jacques_Villeneuve	3	
Brad_Wilk	1	David_Przybyszewski	2	
Brajesh_Mishra	2	Jessica_Capshaw	1	
Brandon_Boyd	4	Gina_Torres	3	
Brandon_Hammond	1	Keith_Foulke	3	
Brandon_Inge	3	David_McCallum	2	
Brandon_Lloyd	2	Brooke_Gordon	2	
Brandon_Robinson	2	Benjamin_Neulander	2	
Brandon_Spann	4	Serge_Klarsfeld	3	
Branko_Crvenkovski	4	Heather_Whitestone_McCallum	4	
Brendan_Fraser	2	Elliott_Mincberg	2	
Brendan_Hansen	3	Jelena_Dokic	8	
Brendan_Stai	2	JT_Snow	2	
Brenda_Magana	2	Horacio_Julio_Pina	3	
Brenda_van_Dam	4	Kofi_Annan	101	
Brenda_Wilson	1	Ana_Paula_Gerard	1	
Brennon_Leighton	1	Jesse_James_Leija	8	
Brett_Boone	3	Qian_Qichen	4	
Brett_Hawke	3	Queen_Latifah	3	
Brett_Hull	2	Richard_Parsons	3	
Brett_Perry	4	Joseph_Biden	1	
Brian_Billick	2	Ray_Allen	5	
Brian_Campbell	4	William_Webster	4	
Brian_Cashman	2	Valdas_Adamkus	4	
Brian_Clemens	3	Emma_Nicholson	4	
Brian_Cook	4	Jim_Haslett	2	
Brian_Cowen	6	John_Jumper	7	
Brian_De_Palma	4	Orrin_Hatch	1	
Brian_Grazier	1	Jennifer_Murray	4	
Brian_Gregory	1	Carla_Moreno	1	
Brian_Griese	1	Joaquim_Rodriguez	1	
Brian_Heidik	4	Ricky_Martin	4	
Brian_Henson	2	Mary_Steenburgen	5	
Brian_Jordan	4	Edward_Seaga	3	
Brian_Kerr	4	Cedric_Benson	4	
Brian_McIntyre	4	Emily_Stevens	4	
Brian_Meadors	2	Scott_Blum	3	
Brian_Mulroney	7	George_Roy_Hill	8	
Brian_Olson	2	Richard_Regenhard	2	
Brian_Pavlich	3	Michel_Duclos	3	
Brian_Scalabrine	3	Bill_Frist	4	
Brian_Schneider	2	Howard_Stringer	3	
Brian_StPierre	2	Alex_Holmes	3	
Brian_Van_Dusen	3	Maria_Shkolnikova	4	
Brian_Weaver	3	Anna_Chicherova	2	
Brian_Wells	4	Brenda_Magana	3	
Brian_Williams	1	Patrick_Kron	4	
Bridgette_Wilson-Sampras	3	Derek_King	4	
Bridget_Fonda	7	Mike_Holmgren	3	
Brigitte_Boisselier	2	Sally_Kirkland	10	
Britney_Spears	15	Tony_Curtis	2	
Ana_Claudia_Talancon	1	4
Ana_Claudia_Talancon	4	4
Ana_Claudia_Talancon	4	1
Ana_Guevara	21	4
Ana_Guevara	7	5
Ana_Guevara	21	26
Ana_Isabel_Sanchez	4	3
Ana_Isabel_Sanchez	2	1
Ana_Isabel_Sanchez	4	1
Ana_Palacio	2	15
Ana_Palacio	5	6
Ana_Palacio	11	14
Ana_Paula_Gerard	4	2
Ana_Paula_Gerard	2	1
Ana_Paula_Gerard	3	3
Ana_Sebastiao	4	4
Ana_Sebastiao	3	1
Ana_Sebastiao	1	1
Anderson_Varejao	4	2
Anderson_Varejao	3	3
Anderson_Varejao	2	4
Anders_Ebbeson	4	1
Anders_Ebbeson	1	4
Anders_Ebbeson	3	3
Anders_Fogh_Rasmussen	5	4
Anders_Fogh_Rasmussen	3	4
Anders_Fogh_Rasmussen	3	5
Andreas_Vinciguerra	1	3
Andreas_Vinciguerra	3	4
Andreas_Vinciguerra	4	1
Andrea_Bocelli	3	3
Andrea_Bocelli	1	4
Andrea_Bocelli	4	3
Andrea_Kiser	2	1
Andrea_Kiser	1	1
Andrea_Kiser	4	3
Andrea_Yates	2	4
Andrea_Yates	4	4
Andrea_Yates	2	1
Andrei_Konchalovsky	1	3
Andrei_Konchalovsky	2	1
Andrei_Konchalovsky	1	3
Andrei_Mikhnevich	4	3
Andrei_Mikhnevich	1	1
Andrei_Mikhnevich	8	4
Andrei_Nikolishin	1	4
Andrei_Nikolishin	1	3
Andrei_Nikolishin	3	3
Andres_DAlessandro	2	3
Andres_DAlessandro	2	3
Andres_DAlessandro	1	1
Andres_Manuel_Lopez_Obrador	1	3
Andres_Manuel_Lopez_Obrador	1	1
Andres_Manuel_Lopez_Obrador	2	3
Andres_Pastrana	2	3
Andres_Pastrana	1	2
Andres_Pastrana	4	4
Andrew_Bernard	4	2
Andrew_Bernard	1	2
Andrew_Bernard	2	2
Andrew_Bunner	4	7
Andrew_Bunner	1	2
Andrew_Bunner	1	7
Andrew_Caldecott	3	1
Andrew_Caldecott	1	2
Andrew_Caldecott	4	3
Andrew_Cuomo	1	1
Andrew_Cuomo	2	2
Andrew_Cuomo	2	1
Andrew_Fastow	4	1
Andrew_Fastow	3	3
Andrew_Fastow	2	4
Andrew_Gilligan	3	3
Andrew_Gilligan	3	1
Andrew_Gilligan	4	1
Andrew_Jarecki	2	3
Andrew_Jarecki	3	3
Andrew_Jarecki	4	1
Andrew_Luster	3	4
Andrew_Luster	4	2
Andrew_Luster	4	4
Andrew_Niccol	7	8
Andrew_Niccol	1	6
Andrew_Niccol	2	2
Andrew_Sabey	4	1
Andrew_Sabey	4	2
Andrew_Sabey	2	4
Andrew_Shutley	1	3
Andrew_Shutley	1	2
Andrew_Shutley	1	2
Andrew_Weissmann	12	6
Andrew_Weissmann	12	10
Andrew_Weissmann	9	6
Andrew_Wetzler	1	3
Andrew_Wetzler	3	4
Andrew_Wetzler	2	1
Andre_Agassi	39	63
Andre_Agassi	71	10
Andre_Agassi	108	7
Andre_Bucher	1	3
Andre_Bucher	1	4
Andre_Bucher	2	1
Andre_Lange	3	4
Andre_Lange	2	3
Andre_Lange	4	4
Andre_Smith	4	3
Andre_Smith	1	4
Andre_Smith	2	2
Andre_Techine	1	4
Andre_Techine	3	4
Andre_Techine	3	1
Andrzej_Tyszkiewicz	1	4
Andrzej_Tyszkiewicz	3	4
Andrzej_Tyszkiewicz	3	3
Andy_Benes	1	2
Andy_Benes	4	3
Andy_Benes	4	3
Andy_Bryant	1	3
Andy_Bryant	4	1
Andy_Bryant	2	4
Andy_Garcia	3	4
Andy_Garcia	2	1
Andy_Garcia	4	4
Andy_Graves	3	4
Andy_Graves	4	1
Andy_Graves	1	3
Andy_Griffith	3	3
Andy_Griffith	4	2
Andy_Griffith	4	2
Andy_Hebb	3	7
Andy_Hebb	5	2
Andy_Hebb	1	7
Andy_Lau	1	3
Andy_Lau	3	2
Andy_Lau	2	2
Andy_Madikians	2	3
Andy_Madikians	2	3
Andy_Madikians	3	3
Andy_Perez	4	1
Andy_Perez	3	3
Andy_Perez	4	2
Andy_Roddick	24	9
Andy_Roddick	27	27
Andy_Roddick	25	28
Andy_Rooney	1	4
Andy_Rooney	1	2
Andy_Rooney	2	2
Anette_Hosoi	3	2
Anette_Hosoi	4	3
Anette_Hosoi	2	3
Angela_Alvarado_Rosa	3	3
Angela_Alvarado_Rosa	2	1
Angela_Alvarado_Rosa	3	4
Angela_Bassett	12	1
Angela_Bassett	14	5
Angela_Bassett	10	16
Angela_Lansbury	1	4
Angela_Lansbury	3	5
Angela_Lansbury	7	8
Angela_Mascia-Frye	3	3
Angela_Mascia-Frye	4	3
Angela_Mascia-Frye	4	4
Angela_Merkel	1	4
Angela_Merkel	5	13
Angela_Merkel	2	15
Angelina_Jolie	62	16
Angelina_Jolie	27	50
Angelina_Jolie	29	43
Angelo_Reyes	3	2
Angelo_Reyes	4	1
Angelo_Reyes	14	4
Angel_Lockward	1	2
Angel_Lockward	4	3
Angel_Lockward	4	3
Angel_Maza	4	1
Angel_Maza	3	1
Angel_Maza	4	4
Angie_Arzola	2	3
Angie_Arzola	4	1
Angie_Arzola	2	1
Angie_Martinez	2	4
Angie_Martinez	4	2
Angie_Martinez	2	1
Anibal_Ibarra	9	7
Anibal_Ibarra	1	3
Anibal_Ibarra	6	1
Anil_Ramsook	1	3
Anil_Ramsook	3	4
Anil_Ramsook	2	4
Anjum_Hussain	2	2
Anjum_Hussain	4	3
Anjum_Hussain	4	3
Anna_Chicherova	1	2
Anna_Chicherova	3	4
Anna_Chicherova	2	1
Anna_Kournikova	4	8
Anna_Kournikova	9	10
Anna_Kournikova	12	10
Anna_Nicole_Smith	2	2
Anna_Nicole_Smith	4	1
Anna_Nicole_Smith	4	2
Anneli_Jaatteenmaki	3	4
Anneli_Jaatteenmaki	4	3
Anneli_Jaatteenmaki	2	4
Annette_Bening	7	8
Annette_Bening	8	8
Annette_Bening	4	2
Annette_Lu	6	1
Annette_Lu	12	6
Annette_Lu	5	1
Anne_Cavers	1	1
Anne_Cavers	2	2
Anne_Cavers	1	4
Anne_Donovan	3	4
Anne_Donovan	2	1
Anne_Donovan	3	4
Anne_Heche	3	1
Anne_Heche	2	4
Anne_Heche	4	2
Anne_Krueger	7	10
Anne_Krueger	12	9
Anne_Krueger	4	10
Anne_McLellan	4	6
Anne_McLellan	1	8
Anne_McLellan	8	6
Anne_ONeil	1	4
Anne_ONeil	4	2
Anne_ONeil	3	4
Annie_Machon	4	1
Annie_Machon	1	3
Annie_Machon	4	3
Ann_Godbehere	1	1
Ann_Godbehere	3	2
Ann_Godbehere	4	2
Ann_Landers	3	1
Ann_Landers	2	3
Ann_Landers	3	1
Ann_Morgan	3	3
Ann_Morgan	3	3
Ann_Morgan	4	2
Ann_Veneman	20	39
Ann_Veneman	24	30
Ann_Veneman	30	26
Antanas_Valionis	2	4
Antanas_Valionis	2	2
Antanas_Valionis	1	4
Anthony_Carter	1	2
Anthony_Carter	4	4
Anthony_Carter	2	1
Anthony_Corso	2	1
Anthony_Corso	1	4
Anthony_Corso	1	2
Anthony_Ervin	1	4
Anthony_Ervin	2	4
Anthony_Ervin	4	4
Anthony_Fauci	4	2
Anthony_Fauci	5	5
Anthony_Fauci	2	6
Anthony_Garotinho	2	2
Anthony_Garotinho	2	3
Anthony_Garotinho	4	1
Anthony_Hazen	4	2
Anthony_Hazen	4	4
Anthony_Hazen	4	4
Anthony_Hopkins	7	5
Anthony_Hopkins	1	6
Anthony_Hopkins	4	3
Anthony_LaPaglia	8	8
Anthony_LaPaglia	2	7
Anthony_LaPaglia	3	6
Anthony_Lee_Johnson	2	1
Anthony_Lee_Johnson	3	1
Anthony_Lee_Johnson	3	1
Anthony_Mazur	2	2
Anthony_Mazur	4	3
Anthony_Mazur	2	3
Anthony_Pico	4	4
Anthony_Pico	4	3
Anthony_Pico	2	3
Anthony_Principi	2	2
Anthony_Principi	3	3
Anthony_Principi	2	3
Anthony_Rackauckas	2	4
Anthony_Rackauckas	3	4
